iso3,country,year,uk_import_qty_t,log_uk_import_qty_t,bii,bii_loss,bio_source
DEU,Germany,2013,885.0,6.786716950605081,0.683412075042725,0.31658792495727495,historical
DEU,Germany,2014,552.7,6.316623023828922,0.684747636318207,0.315252363681793,historical
DEU,Germany,2015,442.4,6.094472297182211,0.685905337333679,0.314094662666321,ssp2_projected
DEU,Germany,2016,406.52,6.010090011231147,0.684639096260071,0.315360903739929,ssp2_projected
DEU,Germany,2017,1007.13,6.915852408569592,0.682966947555542,0.317033052444458,ssp2_projected
DEU,Germany,2018,1284.68,7.159043040240815,0.681343972682953,0.318656027317047,ssp2_projected
DEU,Germany,2019,1854.1,7.525693881944328,0.680322408676147,0.319677591323853,ssp2_projected
DEU,Germany,2020,2026.08,7.614351612866087,0.67799437046051,0.32200562953948997,ssp2_projected
DNK,Denmark,2010,2549.0,7.843848638152472,0.453926056623459,0.546073943376541,historical
DNK,Denmark,2011,3374.0,8.12415060330663,0.443251311779022,0.556748688220978,historical
DNK,Denmark,2012,3177.0,8.064007347096661,0.452948838472366,0.547051161527634,historical
DNK,Denmark,2013,2282.0,7.733245646529795,0.44943431019783,0.55056568980217,historical
DNK,Denmark,2014,2477.9,7.815570192375248,0.44886040687561,0.55113959312439,historical
DNK,Denmark,2015,2600.2,7.8637281559949965,0.448618084192276,0.551381915807724,ssp2_projected
DNK,Denmark,2016,1588.57,7.371218818387145,0.446223527193069,0.553776472806931,ssp2_projected
DNK,Denmark,2017,1861.63,7.52974474647562,0.444502532482147,0.555497467517853,ssp2_projected
DNK,Denmark,2018,1960.56,7.5814953540168535,0.442507058382034,0.5574929416179659,ssp2_projected
DNK,Denmark,2019,1925.79,7.563610684790345,0.441444873809814,0.558555126190186,ssp2_projected
DNK,Denmark,2020,3045.64,8.021794623006551,0.439850449562073,0.560149550437927,ssp2_projected
ESP,Spain,2010,1.0,0.6931471805599453,0.6658975481987,0.33410245180130005,historical
ESP,Spain,2012,9.0,2.302585092994046,0.674960434436798,0.325039565563202,historical
ESP,Spain,2013,16.0,2.833213344056216,0.682120621204376,0.317879378795624,historical
ESP,Spain,2014,4.1,1.62924053973028,0.689832508563995,0.31016749143600497,historical
ESP,Spain,2015,9.23,2.325324579963535,0.702970862388611,0.29702913761138905,ssp2_projected
ESP,Spain,2016,43.13,3.7871398232814557,0.702717542648315,0.297282457351685,ssp2_projected
ESP,Spain,2017,156.72,5.060821309009427,0.702255129814148,0.29774487018585205,ssp2_projected
ESP,Spain,2018,268.05,5.594897235935429,0.702070236206055,0.297929763793945,ssp2_projected
ESP,Spain,2019,228.31,5.435074799902897,0.701782941818237,0.29821705818176303,ssp2_projected
ESP,Spain,2020,154.12,5.044199010934396,0.70104718208313,0.29895281791687,ssp2_projected
EST,Estonia,2010,3.0,1.3862943611198906,0.87871253490448,0.12128746509552002,historical
EST,Estonia,2011,6.0,1.9459101490553132,0.87989330291748,0.12010669708251998,historical
EST,Estonia,2012,3.0,1.3862943611198906,0.878769814968109,0.12123018503189098,historical
EST,Estonia,2013,3.0,1.3862943611198906,0.875263929367065,0.12473607063293501,historical
EST,Estonia,2014,6.0,1.9459101490553132,0.874163448810577,0.12583655118942305,historical
EST,Estonia,2015,12.2,2.580216829592325,0.873193204402924,0.12680679559707597,ssp2_projected
EST,Estonia,2016,21.19,3.0996417369445024,0.873153030872345,0.12684696912765503,ssp2_projected
EST,Estonia,2017,9.7,2.3702437414678603,0.873193085193634,0.12680691480636597,ssp2_projected
EST,Estonia,2018,0.14,0.1310282624064041,0.873145461082458,0.12685453891754195,ssp2_projected
EST,Estonia,2019,0.05,0.04879016416943201,0.873404800891876,0.126595199108124,ssp2_projected
FRA,France,2010,800.0,6.68586094706836,0.616615414619446,0.383384585380554,historical
FRA,France,2011,2982.0,8.000684784514748,0.617727994918823,0.382272005081177,historical
FRA,France,2012,3562.0,8.178358165605836,0.618281483650208,0.38171851634979204,historical
FRA,France,2013,700.0,6.55250788703459,0.620408535003662,0.379591464996338,historical
FRA,France,2014,1388.5,7.236699249182559,0.62181431055069,0.37818568944930997,historical
FRA,France,2015,4685.6,8.452462651844307,0.623627126216888,0.376372873783112,ssp2_projected
FRA,France,2016,2832.92,7.9494161912001085,0.623457670211792,0.376542329788208,ssp2_projected
FRA,France,2017,4619.55,8.438269024609227,0.623550772666931,0.37644922733306896,ssp2_projected
FRA,France,2018,3273.54,8.093932680188935,0.623174846172333,0.376825153827667,ssp2_projected
FRA,France,2019,2051.96,7.627037933146708,0.622950553894043,0.37704944610595703,ssp2_projected
FRA,France,2020,4173.12,8.336658836624943,0.622142672538757,0.377857327461243,ssp2_projected
GRC,Greece,2010,2.0,1.0986122886681098,0.657811760902405,0.342188239097595,historical
GRC,Greece,2011,3.0,1.3862943611198906,0.657465815544128,0.342534184455872,historical
GRC,Greece,2012,14.0,2.70805020110221,0.657111585140228,0.34288841485977195,historical
GRC,Greece,2013,13.0,2.6390573296152584,0.657604932785034,0.34239506721496604,historical
GRC,Greece,2014,11.7,2.5416019934645457,0.657472670078278,0.34252732992172197,historical
GRC,Greece,2015,13.4,2.667228206581955,0.65784478187561,0.34215521812439,ssp2_projected
GRC,Greece,2016,19.24,3.0076608444192647,0.656887352466583,0.34311264753341697,ssp2_projected
GRC,Greece,2017,23.83,3.2120525995200753,0.655820190906525,0.344179809093475,ssp2_projected
GRC,Greece,2018,35.15,3.5876769486047735,0.654843330383301,0.345156669616699,ssp2_projected
GRC,Greece,2019,42.45,3.7716108517114013,0.653909802436829,0.34609019756317105,ssp2_projected
GRC,Greece,2020,56.53,4.052306550875202,0.652947187423706,0.34705281257629395,ssp2_projected
HRV,Croatia,2010,11.0,2.4849066497880004,0.815111041069031,0.18488895893096902,historical
HRV,Croatia,2011,4.0,1.6094379124341003,0.816532015800476,0.18346798419952404,historical
HRV,Croatia,2012,14.0,2.70805020110221,0.815910518169403,0.18408948183059703,historical
