scenario,bii,year,iso3,bii_loss
ssp4rcp6p0gcam,0.948751449584961,2048,CUW,0.05124855041503895
ssp4rcp6p0gcam,0.892914414405823,2048,DMA,0.10708558559417702
ssp5rcp8p5remindmagpie,0.568126440048218,2018,GHA,0.431873559951782
ssp4rcp6p0gcam,0.912560760974884,2048,GLP,0.08743923902511597
ssp5rcp8p5remindmagpie,0.446729987859726,2018,BDI,0.553270012140274
ssp4rcp6p0gcam,0.429498076438904,2048,HTI,0.570501923561096
ssp5rcp8p5remindmagpie,0.736380517482758,2018,DJI,0.263619482517242
ssp4rcp6p0gcam,0.954972863197327,2048,MTQ,0.04502713680267301
ssp5rcp8p5remindmagpie,0.802251040935516,2018,ETH,0.19774895906448398
ssp5rcp8p5remindmagpie,0.667984247207642,2018,MOZ,0.33201575279235795
ssp4rcp6p0gcam,0.750523030757904,2048,HKG,0.24947696924209595
ssp5rcp8p5remindmagpie,0.506611585617065,2018,MUS,0.493388414382935
ssp5rcp8p5remindmagpie,0.616260826587677,2018,SSD,0.383739173412323
ssp4rcp6p0gcam,0.659152567386627,2048,VNM,0.340847432613373
ssp5rcp8p5remindmagpie,0.60373318195343,2018,NZL,0.39626681804657005
ssp4rcp6p0gcam,0.621330440044403,2048,KAZ,0.37866955995559703
ssp5rcp8p5remindmagpie,0.869529664516449,2018,NCL,0.13047033548355103
ssp4rcp6p0gcam,1.0,2048,CYP,0.0
ssp4rcp6p0gcam,0.701332092285156,2048,SAU,0.29866790771484397
ssp4rcp6p0gcam,0.665512442588806,2048,GRC,0.33448755741119396
ssp5rcp8p5remindmagpie,0.96064156293869,2018,WSM,0.039358437061310036
ssp4rcp6p0gcam,0.695990204811096,2048,MNE,0.30400979518890403
ssp5rcp8p5remindmagpie,0.911520540714264,2018,GRL,0.08847945928573597
ssp4rcp6p0gcam,0.591163039207458,2048,UKR,0.40883696079254195
ssp5rcp8p5remindmagpie,0.967797815799713,2018,SPM,0.032202184200286976
ssp5rcp8p5remindmagpie,0.752132415771484,2018,BRA,0.24786758422851596
ssp4rcp6p0gcam,0.440546691417694,2048,GBR,0.559453308582306
ssp5rcp8p5remindmagpie,0.878925859928131,2018,CHL,0.12107414007186901
ssp4rcp6p0gcam,0.55321329832077,2048,IMN,0.44678670167922996
ssp5rcp8p5remindmagpie,0.950586020946503,2018,FLK,0.04941397905349698
ssp4rcp6p0gcam,0.711387574672699,2048,LTU,0.288612425327301
ssp5rcp8p5remindmagpie,0.899557292461395,2018,PER,0.10044270753860496
ssp5rcp8p5remindmagpie,0.650205194950104,2018,CRI,0.349794805049896
ssp5rcp8p5remindmagpie,0.367476105690002,2018,SLV,0.632523894309998
ssp5rcp8p5remindmagpie,0.933473885059357,2018,BRB,0.06652611494064298
ssp4rcp6p0gcam,0.984241545200348,2049,DZA,0.01575845479965199
ssp5rcp8p5remindmagpie,0.946679949760437,2018,CUW,0.05332005023956299
ssp4rcp6p0gcam,0.915552496910095,2049,ESH,0.08444750308990501
ssp5rcp8p5remindmagpie,0.463485300540924,2018,HTI,0.5365146994590759
ssp4rcp6p0gcam,0.989107131958008,2049,LBY,0.010892868041991965
ssp5rcp8p5remindmagpie,0.914908528327942,2018,TTO,0.085091471672058
ssp4rcp6p0gcam,0.471194326877594,2049,CIV,0.528805673122406
ssp4rcp6p0gcam,0.89437210559845,2049,MRT,0.10562789440154996
ssp4rcp6p0gcam,0.859935879707336,2049,NER,0.14006412029266402
ssp5rcp8p5remindmagpie,0.632051825523376,2018,CHN,0.367948174476624
ssp4rcp6p0gcam,0.741055011749268,2049,SEN,0.258944988250732
ssp5rcp8p5remindmagpie,0.490814179182053,2018,MNG,0.5091858208179469
ssp4rcp6p0gcam,0.440515547990799,2049,MDG,0.559484452009201
ssp5rcp8p5remindmagpie,0.376488208770752,2018,BGD,0.623511791229248
ssp4rcp6p0gcam,0.565337657928467,2049,MOZ,0.434662342071533
ssp5rcp8p5remindmagpie,0.723139941692352,2018,KHM,0.27686005830764804
ssp4rcp6p0gcam,0.403444290161133,2049,RWA,0.596555709838867
ssp5rcp8p5remindmagpie,0.892486333847046,2018,LAO,0.10751366615295399
ssp5rcp8p5remindmagpie,0.709815621376038,2018,ARM,0.29018437862396196
ssp4rcp6p0gcam,0.722614407539368,2049,CMR,0.277385592460632
ssp5rcp8p5remindmagpie,1.0,2018,BHR,0.0
ssp4rcp6p0gcam,0.690707266330719,2049,BWA,0.309292733669281
ssp5rcp8p5remindmagpie,1.0,2018,CYP,0.0
ssp5rcp8p5remindmagpie,0.766894936561584,2018,GEO,0.23310506343841597
ssp5rcp8p5remindmagpie,1.0,2018,IRQ,0.0
ssp4rcp6p0gcam,0.603728353977203,2049,NZL,0.39627164602279696
ssp5rcp8p5remindmagpie,1.0,2018,JOR,0.0
ssp4rcp6p0gcam,0.823493957519531,2049,FJI,0.17650604248046897
ssp5rcp8p5remindmagpie,1.0,2018,OMN,0.0
ssp5rcp8p5remindmagpie,0.58026921749115,2018,UKR,0.41973078250885
ssp5rcp8p5remindmagpie,0.565927267074585,2018,IMN,0.43407273292541504
ssp5rcp8p5remindmagpie,0.400203824043274,2018,IRL,0.5997961759567261
ssp4rcp6p0gcam,0.314525157213211,2049,URY,0.6854748427867889
ssp5rcp8p5remindmagpie,0.952229678630829,2018,NOR,0.04777032136917103
ssp4rcp6p0gcam,0.73344761133194,2049,PAN,0.26655238866805997
ssp5rcp8p5remindmagpie,0.868256330490112,2018,SJM,0.13174366950988803
ssp4rcp6p0gcam,0.982665657997131,2049,BES,0.017334342002868985
ssp5rcp8p5remindmagpie,0.649193167686462,2018,BEL,0.35080683231353804
ssp4rcp6p0gcam,0.577210664749146,2049,CUB,0.42278933525085405
ssp5rcp8p5remindmagpie,0.528915703296661,2018,LUX,0.47108429670333896
ssp4rcp6p0gcam,0.580637633800507,2049,DOM,0.41936236619949296
ssp4rcp6p0gcam,0.635762512683868,2049,CHN,0.36423748731613204
ssp4rcp6p0gcam,0.710280418395996,2049,IDN,0.289719581604004
