iso3,country,year,export_qty_t,log_export_qty_t,bii,crops,highintensityag,hpd,pastureland,qualitynatural,urbanextent
DNK,Denmark,2013,2282.0,7.733245646529795,0.44943431019783,0.484307199716568,0.533304393291473,118.053421020508,0.0321815274655819,0.164901182055473,0.0313726589083672
DNK,Denmark,2014,2477.9,7.815570192375248,0.44886040687561,0.484551429748535,0.533747971057892,118.587074279785,0.0329946763813496,0.1668661236763,0.0316538587212563
ESP,Spain,2010,1.0,0.6931471805599453,0.6658975481987,0.329430758953094,0.200007393956184,86.27392578125,0.199794456362724,0.308285176753998,0.0104791754856706
ESP,Spain,2012,9.0,2.302585092994046,0.674960434436798,0.3204006254673,0.194328680634499,87.3224792480469,0.193625792860985,0.312018424272537,0.0107027254998684
ESP,Spain,2013,16.0,2.833213344056216,0.682120621204376,0.314206629991531,0.190111592411995,87.7697372436523,0.186984911561012,0.313262462615967,0.0107193682342768
ESP,Spain,2014,4.1,1.62924053973028,0.689832508563995,0.306286603212357,0.185374185442924,88.2732772827148,0.182006344199181,0.315169841051102,0.0108330575749278
EST,Estonia,2010,3.0,1.3862943611198906,0.87871253490448,0.139114752411842,0.11440934240818,34.4056663513184,0.0613644868135452,0.626141130924225,0.0046667028218507
EST,Estonia,2011,6.0,1.9459101490553132,0.87989330291748,0.136188864707947,0.112303286790848,34.4696311950684,0.0634077787399292,0.626361012458801,0.0047006518580019
EST,Estonia,2012,3.0,1.3862943611198906,0.878769814968109,0.133925586938858,0.110869780182838,34.533519744873,0.0678266286849976,0.624758183956146,0.0047347331419587
EST,Estonia,2013,3.0,1.3862943611198906,0.875263929367065,0.13832500576973,0.113940037786961,34.0383415222168,0.0666193068027496,0.62240469455719,0.0047725224867463
EST,Estonia,2014,6.0,1.9459101490553132,0.874163448810577,0.139295011758804,0.114697158336639,34.0674438476562,0.0667858421802521,0.621817052364349,0.0048002474941313
FIN,Finland,2014,0.01,0.009950330853168083,0.959752440452576,0.0651119723916054,0.0520841516554356,14.2806720733643,0.0008568179910071,0.82145619392395,0.002822108566761
FRA,France,2010,800.0,6.68586094706836,0.616615414619446,0.346284329891205,0.394105821847916,126.268646240234,0.172745630145073,0.323256373405457,0.0118453949689865
FRA,France,2011,2982.0,8.000684784514748,0.617727994918823,0.345759332180023,0.393343448638916,127.089073181152,0.172096684575081,0.32650151848793,0.0119620962068439
FRA,France,2012,3562.0,8.178358165605836,0.618281483650208,0.34591144323349,0.393330961465836,127.910194396973,0.171612605452538,0.329738467931747,0.0120765706524253
FRA,France,2013,700.0,6.55250788703459,0.620408535003662,0.344868630170822,0.391470402479172,128.639236450195,0.169802755117416,0.332807213068008,0.012169387191534
FRA,France,2014,1388.5,7.236699249182559,0.62181431055069,0.344247281551361,0.390459328889847,129.403915405273,0.168774902820587,0.336102783679962,0.0122855324298143
GRC,Greece,2010,2.0,1.0986122886681098,0.657811760902405,0.245213732123375,0.196548178792,57.7563667297363,0.272755891084671,0.200198709964752,0.0033323315437883
GRC,Greece,2011,3.0,1.3862943611198906,0.657465815544128,0.245829731225967,0.196934819221497,57.7947311401367,0.272139728069305,0.200067535042763,0.0033682680223137
GRC,Greece,2012,14.0,2.70805020110221,0.657111585140228,0.24596443772316,0.197051510214806,57.8332633972168,0.272048950195312,0.199740409851074,0.0034042228944599
GRC,Greece,2013,13.0,2.6390573296152584,0.657604932785034,0.245221942663193,0.196374118328094,57.9074096679688,0.271230161190033,0.19969779253006,0.0034408634528517
GRC,Greece,2014,11.7,2.5416019934645457,0.657472670078278,0.245203837752342,0.19630266726017,57.9504547119141,0.270977020263672,0.199519544839859,0.0034757361281663
HRV,Croatia,2010,11.0,2.4849066497880004,0.815111041069031,0.18189725279808,0.101529404520988,73.0996704101562,0.0691680163145065,0.549983084201813,0.0073214676231145
HRV,Croatia,2011,4.0,1.6094379124341003,0.816532015800476,0.180494070053101,0.100840829312801,72.9859924316406,0.0690011829137802,0.551113307476044,0.0074095651507377
HRV,Croatia,2012,14.0,2.70805020110221,0.815910518169403,0.180966064333916,0.101106837391853,72.8723297119141,0.0692202597856522,0.551642954349518,0.0074956808239221
HRV,Croatia,2013,13.0,2.6390573296152584,0.813385486602783,0.183502808213234,0.102449350059032,72.8247909545898,0.0691617801785469,0.550711810588837,0.0075732595287263
HRV,Croatia,2014,9.6,2.3608540011180215,0.812548696994781,0.184375017881393,0.102955803275108,72.7236557006836,0.0692592933773994,0.551081717014313,0.0076653272844851
HUN,Hungary,2012,1.0,0.6931471805599453,0.579747140407562,0.494323372840881,0.209932938218117,103.878067016602,0.0872500315308571,0.209576919674873,0.0118202026933432
HUN,Hungary,2013,1.0,0.6931471805599453,0.592244327068329,0.48431009054184,0.206186458468437,103.636009216309,0.0745836868882179,0.211869388818741,0.0118857808411121
HUN,Hungary,2014,3.6,1.5260563034950494,0.599938333034515,0.478216141462326,0.203863948583603,103.382911682129,0.0670854449272156,0.214155614376068,0.0119499042630196
IRL,Ireland,2010,42289.0,10.652305930466534,0.425106674432755,0.13205224275589,0.419484615325928,50.2598419189453,0.479148119688034,0.124314546585083,0.0138909416273236
IRL,Ireland,2011,45864.0,10.733457577943756,0.425497710704803,0.138523310422897,0.417708575725555,49.8065185546875,0.47071048617363,0.124158695340157,0.0139028886333108
IRL,Ireland,2012,46492.0,10.747057042609113,0.425847917795181,0.152488619089127,0.414648234844208,49.3529739379883,0.453503340482712,0.123576015233994,0.0139144780114293
IRL,Ireland,2013,31006.0,10.341968264428457,0.413232445716858,0.14593368768692,0.435864001512527,48.8323593139648,0.484289020299911,0.119105361402035,0.01389782410115
IRL,Ireland,2014,34574.1,10.450889048791971,0.405861228704453,0.150586470961571,0.446983128786087,48.3732223510742,0.492772221565247,0.116561442613602,0.013901905156672
ITA,Italy,2010,21.0,3.091042453358316,0.63638824224472,0.303797245025635,0.183395445346832,173.405303955078,0.144746333360672,0.255800068378448,0.0249545834958553
